NCBI GeneID	Symbol	Description	Taxonomic Name	Common Name	Gene Type	Gene Group Identifier	Gene Group Method
944996	codA	cytosine/isoguanine deaminase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945127	tesA	multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945697	phoP	DNA-binding transcriptional dual regulator PhoP	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946322	ftsW	peptidoglycan glycosyltransferase FtsW	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946762	nuoG	NADH:quinone oxidoreductase subunit G	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948160	rpoZ	RNA polymerase subunit omega	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948200	ibpA	small heat shock protein IbpA	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948844	fimD	type I fimbriae usher protein	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948989	lolA	outer membrane lipoprotein carrier protein	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
949076	sbcC	ATP-dependent structure-specific DNA nuclease - SbcC subunit	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
949119	csgD	DNA-binding transcriptional dual regulator CsgD	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945152	rplT	50S ribosomal subunit protein L20	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946058	gadB	glutamate decarboxylase B	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946760	rbn	ribonuclease BN	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946999	iscA	iron-sulfur cluster insertion protein IscA	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948192	ibpB	small heat shock protein IbpB	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948278	ilvE	branched-chain-amino-acid aminotransferase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948824	fliA	RNA polymerase sigma factor FliA	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945320	nei	endonuclease VIII	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945556	pyrD	dihydroorotate dehydrogenase, type 2	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946326	phoQ	sensor histidine kinase PhoQ	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946623	ccmH	holocytochrome c synthase CcmH component	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
944803	ftsL	cell division protein FtsL	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
944871	rseP	intramembrane zinc metalloprotease RseP	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
944874	ispU	ditrans,polycis-undecaprenyl-diphosphate synthase [(2E,6E)-farnesyl-diphosphate specific]	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945514	pflB	pyruvate formate-lyase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945568	fabA	beta-hydroxyacyl-acyl carrier protein dehydratase/isomerase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945780	narH	nitrate reductase A subunit beta	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947053	rseA	anti-sigma-E factor RseA	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947181	fhlA	DNA-binding transcriptional activator FhlA	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947372	lysS	lysine--tRNA ligase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947405	ssrS	ncRNA	Escherichia coli str. K-12 substr. MG1655		ncRNA		
948027	gadA	glutamate decarboxylase A	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948157	pyrE	orotate phosphoribosyltransferase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948479	coaA	pantothenate kinase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948722	priB	primosomal replication protein N	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
944918	cyoD	cytochrome bo3 subunit 4	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945109	trpD	anthranilate synthase subunit TrpD	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945238	mrdB	peptidoglycan glycosyltransferase MrdB	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945483	nfsA	NADPH-dependent nitro/quinone reductase NfsA	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946757	nuoI	NADH:quinone oxidoreductase subunit I	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946768	selD	selenide, water dikinase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947148	proV	glycine betaine ABC transporter ATP binding subunit ProV	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947457	speC	constitutive ornithine decarboxylase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947788	trkA	NAD-binding component of Trk potassium transporters	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948039	dctA	C4 dicarboxylate/orotate:H(+) symporter	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948156	rph	truncated RNase PH	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948261	rbsB	ribose ABC transporter periplasmic binding protein	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948541	plsB	glycerol-3-phosphate 1-O-acyltransferase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
944770	apaH	diadenosine tetraphosphatase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945821	clsA	cardiolipin synthase A	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946031	maeA	malate dehydrogenase (oxaloacetate-decarboxylating)	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946159	rnt	ribonuclease T	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946345	exbD	Ton complex subunit ExbD	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946554	gnd	6-phosphogluconate dehydrogenase, decarboxylating	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947037	acpS	holo-[acyl-carrier-protein] synthase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948440	gldA	L-1,2-propanediol dehydrogenase/glycerol dehydrogenase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948783	ccmF	holocytochrome c synthase CcmF component	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
949073	ccmG	thiol:disulfide oxidoreductase CcmG	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946334	manX	mannose-specific PTS enzyme IIAB component	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946549	hisG	ATP phosphoribosyltransferase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947742	nanA	N-acetylneuraminate lyase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947813	rplV	50S ribosomal subunit protein L22	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947939	asd	aspartate-semialdehyde dehydrogenase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948182	ilvB	acetohydroxy acid synthase I subunit IlvB	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
949020	idi	isopentenyl-diphosphate Delta-isomerase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
944882	lpxD	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
944885	hscA	iron-sulfur cluster biosynthesis chaperone HscA	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945225	ahpC	alkyl hydroperoxide reductase, AhpC component	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945328	tolR	Tol-Pal system protein TolR	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945567	rmf	ribosome modulation factor	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945579	hyaA	hydrogenase 1 small subunit	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946423	fliN	flagellar motor switch protein FliN	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946738	nuoB	NADH:quinone oxidoreductase subunit B	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946753	nuoF	NADH:quinone oxidoreductase subunit F	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946897	cyoC	cytochrome bo3 subunit 3	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946982	bamB	outer membrane protein assembly factor BamB	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947385	pepP	Xaa-Pro aminopeptidase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947534	flgI	flagellar P-ring protein	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947932	glgA	glycogen synthase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948277	ilvD	dihydroxy-acid dehydratase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948908	slt	soluble lytic murein transglycosylase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945100	recR	recombination mediator protein RecR	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945454	moeA	molybdopterin molybdotransferase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945853	ogt	methylated-DNA--[protein]-cysteine S-methyltransferase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946064	hipA	serine/threonine-protein kinase toxin HipA	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946448	fliF	flagellar basal-body MS-ring and collar protein	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947051	lepA	30S ribosomal subunit biogenesis factor LepA	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947099	trmD	tRNA m(1)G37 methyltransferase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947284	ptrA	protease 3	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947795	rpsE	30S ribosomal subunit protein S5	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947810	rplX	50S ribosomal subunit protein L24	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947923	malQ	4-alpha-glucanotransferase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948900	tolQ	Tol-Pal system protein TolQ	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945049	sbcD	ATP-dependent structure-specific DNA nuclease - SbcD subunit	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945060	dxs	1-deoxy-D-xylulose-5-phosphate synthase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945889	ompG	outer membrane porin G	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946206	appA	periplasmic phosphoanhydride phosphatase/multiple inositol-polyphosphate phosphatase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946425	proB	glutamate 5-kinase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946746	nuoE	NADH:quinone oxidoreductase subunit E	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946759	nuoC	NADH:quinone oxidoreductase subunit CD	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947121	pyrF	orotidine-5'-phosphate decarboxylase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947313	lysA	diaminopimelate decarboxylase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948639	dcuS	sensor histidine kinase DcuS	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
944822	nhaB	Na(+):H(+) antiporter NhaB	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945044	phoR	sensor histidine kinase PhoR	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945181	fes	ferric enterobactin esterase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945453	deoR	DNA-binding transcriptional repressor DeoR	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946153	murC	UDP-N-acetylmuramate--L-alanine ligase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946306	thiB	thiamine ABC transporter periplasmic binding protein	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946720	menD	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946724	acnA	aconitate hydratase 1	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946793	truA	tRNA pseudouridine(38-40) synthase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947300	rppH	RNA pyrophosphohydrolase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948129	envC	murein hydrolase activator EnvC	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948246	glmU	fused N-acetylglucosamine-1-phosphate uridyltransferase and glucosamine-1-phosphate acetyltransferase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948414	fpr	flavodoxin/ferredoxin-NADP(+) reductase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948813	dnaT	primosomal protein DnaT	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945087	glnK	nitrogen regulatory protein PII-2	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946161	gloA	lactoylglutathione lyase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946318	rpmG	50S ribosomal subunit protein L33	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946409	araF	arabinose ABC transporter periplasmic binding protein	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946992	rodZ	cytoskeleton protein RodZ	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947043	bolA	DNA-binding transcriptional dual regulator BolA	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947129	raiA	ribosome-associated inhibitor A	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947415	fbaA	fructose-bisphosphate aldolase class II	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947577	rpsU	30S ribosomal subunit protein S21	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947694	obgE	GTPase ObgE	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947754	cyaY	frataxin CyaY	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947791	rpsM	30S ribosomal subunit protein S13	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947874	rpsB	30S ribosomal subunit protein S2	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947981	nikA	Ni(2(+)) ABC transporter periplasmic binding protein	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948166	gltS	glutamate:sodium symporter	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948432	metF	5,10-methylenetetrahydrofolate reductase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948843	fimC	type 1 fimbriae periplasmic chaperone	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945343	sodC	superoxide dismutase (Cu-Zn)	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945672	aldA	aldehyde dehydrogenase A	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945918	recE	exonuclease VIII, ds DNA exonuclease, 5' --> 3' specific	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946147	fumC	fumarase C	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946947	maeB	malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+))	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946977	hda	inibitor of reinitiation of DNA replication	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947178	hslO	molecular chaperone Hsp33	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947267	ilvH	acetolactate synthase/acetohydroxybutanoate synthase, regulatory subunit	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947426	entE	2,3-dihydroxybenzoate-AMP ligase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947828	rplM	50S ribosomal subunit protein L13	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948774	argI	ornithine carbamoyltransferase ArgI	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948880	mcrC	Type IV methyl-directed restriction enzyme EcoKMcrBC subunit	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
2847701	oxyS	ncRNA	Escherichia coli str. K-12 substr. MG1655		ncRNA		
2847744	hokC	protein HokC	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
944982	ftsP	cell division protein FtsP	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945487	murJ	lipid II flippase MurJ	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945645	fabG	3-oxoacyl-[acyl-carrier-protein] reductase FabG	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946653	dld	quinone-dependent D-lactate dehydrogenase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947331	ushA	5'-nucleotidase/UDP-sugar hydrolase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947583	ebgA	evolved beta-D-galactosidase subunit alpha	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948134	rfaD	ADP-L-glycero-D-mannoheptose 6-epimerase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948325	fre	NAD(P)H-flavin reductase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948401	rhaD	rhamnulose-1-phosphate aldolase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948998	cynS	cyanase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945508	dmsA	dimethyl sulfoxide reductase subunit A	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945775	lolB	outer membrane lipoprotein LolB	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946017	araB	ribulokinase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946527	pykA	pyruvate kinase 2	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946665	fabF	3-oxoacyl-[acyl carrier protein] synthase 2	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947024	cspE	transcription antiterminator and regulator of RNA stability CspE	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947087	rluD	23S rRNA pseudouridine(1911/1915/1917) synthase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947096	rplS	50S ribosomal subunit protein L19	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947115	tyrA	fused chorismate mutase/prephenate dehydrogenase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947219	cysN	sulfate adenylyltransferase subunit 1	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947940	glgB	1,4-alpha-glucan branching enzyme	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948308	relB	antitoxin/DNA-binding transcriptional repressor RelB	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945065	panE	2-dehydropantoate 2-reductase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945228	tatE	twin arginine protein translocation system - TatE protein	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945285	nagC	DNA-binding transcriptional dual regulator NagC	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945574	mgsA	methylglyoxal synthase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945877	btuC	vitamin B12 ABC transporter membrane subunit	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946397	tap	methyl-accepting chemotaxis protein Tap	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946837	dsdA	D-serine ammonia-lyase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947153	dbpA	ATP-dependent RNA helicase DbpA	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947393	gcvH	glycine cleavage system H protein	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948434	metB	O-succinylhomoserine(thiol)-lyase/O-succinylhomoserine lyase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948637	melR	DNA-binding transcriptional dual regulator MelR	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948697	hflC	regulator of FtsH protease	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948698	hflK	regulator of FtsH protease	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948895	osmY	periplasmic chaperone OsmY	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
2847719	csrB	ncRNA	Escherichia coli str. K-12 substr. MG1655		ncRNA		
945064	ispA	geranyl diphosphate/farnesyl diphosphate synthase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945224	dsbG	protein sulfenic acid reductase and chaperone DsbG	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945294	araD	L-ribulose-5-phosphate 4-epimerase AraD	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945766	fabD	[acyl-carrier-protein] S-malonyltransferase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945783	narK	nitrate:nitrite antiporter NarK	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945856	trpL	trp operon leader peptide	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946714	ccmA	cytochrome c maturation protein A	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947049	nadB	L-aspartate oxidase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947137	tag	3-methyl-adenine DNA glycosylase I, constitutive	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947934	glpD	aerobic glycerol 3-phosphate dehydrogenase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948723	rpsF	30S ribosomal subunit protein S6	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945550	mukE	chromosome partitioning protein MukE	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945771	cysB	DNA-binding transcriptional dual regulator CysB	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945846	trpE	anthranilate synthase subunit TrpE	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945880	tpx	lipid hydroperoxide peroxidase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946328	rnd	RNase D	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946410	ftnA	ferritin iron storage protein	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947510	fhuD	iron(III) hydroxamate ABC transporter periplasmic binding protein	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948351	corA	Ni(2(+))/Co(2(+))/Mg(2(+)) transporter	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948369	bipA	50S ribosomal subunit assembly factor BipA	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948636	melA	alpha-galactosidase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948753	fbp	fructose-1,6-bisphosphatase 1	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
5061501	insN	pseudo	Escherichia coli str. K-12 substr. MG1655		PSEUDO		
944773	kefC	K(+) : H(+) antiporter KefC	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
944774	sspB	ClpXP protease specificity-enhancing factor	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
944989	pyrH	UMP kinase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945191	cusA	copper/silver export system RND permease	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946018	aroP	aromatic amino acid:H(+) symporter AroP	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946794	purF	amidophosphoribosyltransferase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946796	accD	acetyl-CoA carboxyltransferase subunit beta	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946839	fecI	RNA polymerase sigma factor FecI	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947194	hypB	hydrogenase isoenzymes nickel incorporation protein HypB	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947715	speB	agmatinase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947820	rplB	50S ribosomal subunit protein L2	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947926	glpR	pseudo	Escherichia coli str. K-12 substr. MG1655		PSEUDO		
948007	uspA	universal stress protein A	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948014	gor	glutathione reductase (NADPH)	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948016	prlC	oligopeptidase A	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948023	gadE	DNA-binding transcriptional activator GadE	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948183	ilvN	acetohydroxy acid synthase I subunit IlvN	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948523	rapA	RNA polymerase-binding ATPase and RNAP recycling factor	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948529	xylE	D-xylose:H(+) symporter	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948755	nrdD	anaerobic ribonucleoside-triphosphate reductase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948793	ilvI	acetolactate synthase/acetohydroxybutanoate synthase, catalytic subunit	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
949034	leuO	DNA-binding transcriptional dual regulator LeuO	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
5061531	insO	pseudo	Escherichia coli str. K-12 substr. MG1655		PSEUDO		
945021	tauD	taurine dioxygenase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945751	btuD	vitamin B12 ABC transporter ATP binding subunit	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945772	prs	ribose-phosphate diphosphokinase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945841	kch	K(+) channel Kch	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946662	pbpG	peptidoglycan DD-endopeptidase PbpG	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946692	ccmB	cytochrome c maturation protein B	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946858	glk	glucokinase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946996	flgH	flagellar L-ring protein	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947184	mltB	membrane-bound lytic murein transglycosylase B	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947508	kdpC	K(+) transporting P-type ATPase subunit KdpC	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947759	hemC	hydroxymethylbilane synthase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
